反射回数,光路長(m),位置x(mm),位置y(mm)
155,9.539200582437937,-0.17569359033454202,11.753259447386192
156,9.60100976008993,-5.083303255482421,-3.175396443923807
157,9.661947180907926,2.465742569733254,-10.27907033239476
158,9.724304377767233,4.0576291143495435,7.98643569398045
159,9.785008168944875,-4.229946563264402,6.556687340711383
160,9.847225137657952,-2.2114981478057123,-11.030397189380219
161,9.908413387886059,5.170374437384989,-1.3849797084059947
162,9.96992057281705,-0.1279699246869983,11.659389839174557
163,10.031893581144733,-5.150324207543462,-4.093372658333159
164,10.092720312236189,2.448263541875254,-9.747505918119879
165,10.155109199437803,4.149980525893676,8.64937867184148
166,10.215866986920055,-4.262831162388414,5.7098323714389
167,10.27795663928558,-2.288127629840899,-11.287395614842684
168,10.339317516460738,5.262563059752017,-0.41498633848361166
169,10.400647172430306,-0.09856260671815154,11.45228964246364
170,10.462762870462274,-5.284404377435059,-4.964197325810556
171,10.523514088881104,2.4818367861190866,-9.126700264263167
172,10.585893397609164,4.282682468102922,9.221536539972838
173,10.646743188746248,-4.367780005743248,4.818045901798498
174,10.70867953238632,-2.368202956174591,-11.430626345669936
175,10.770221420129307,5.429893896877367,0.5456420452999051
176,10.83138510469182,-0.10221477570290372,11.136136024390153
177,10.893614820288763,-5.4773078893864255,-5.773279810971923
178,10.954329779968385,2.57701159504313,-8.428005796706241
179,11.01665839922411,4.441851982955407,9.693350549706494
180,11.077633849515902,-4.548680663418602,3.8969003462570484
181,11.139398632478194,-2.4358431878516824,-11.458149941396904
182,11.201120651344931,5.6686597293569925,1.48056680884698
183,11.262138594321,-0.1526267485174353,10.717452882277206
184,11.324447374511548,-5.718289415090433,-6.507119372038121
185,11.385167605678571,2.7421770963182004,-7.6644666648241895
186,11.447406599014165,4.612047064120334,10.057196960159349
187,11.508535300914092,-4.806682946311673,2.96270168002813
188,11.570119058080483,-2.47517975187457,-11.370534777533276
189,11.63201087937851,5.972336828612038,2.373830325031731
190,11.692911154822905,-0.26201165025691964,10.205105799874755
191,11.755259351837616,-5.994236685869209,-7.153599953255739
192,11.816026686267636,2.9832784918651996,-6.850657598022169
193,11.87814131410038,4.776686966125219,10.307685991331093
194,11.939443253722294,-5.140050618899782,2.0322001838291612
195,12.000845998961184,-2.4709069010928997,-11.17103867234406
196,12.062888081451618,6.331582809301301,3.210201949169612
197,12.123705381713824,-0.44066630904924153,9.6102568380608
198,12.186050559609969,-6.2899123444426035,-7.702336791527474
199,12.246905028319176,3.3035475633510316,-6.002457615297952
200,12.30886669043365,4.918587113263866,10.441997652061634
201,12.370352959859948,-5.544041261624921,1.1222291558986282
202,12.431584445570799,-2.408860578213765,-10.865757301917279
203,12.493748749595557,6.734309545856677,3.9755739185151544
204,12.554522765909837,-0.696563421765978,8.946244085800835
205,12.616821885803335,-6.588334696345581,-8.145077176203365
206,12.677799562015965,3.703259777241237,-5.136732225271015
207,12.739587544529334,5.0206032890489,10.46022326532619
208,12.801259418090172,-6.010847089199261,0.24926757844906255
209,12.862338889368688,-2.276599814512306,-10.463694358996442
210,12.924590108009147,7.165876580262431,4.657407072597955
